ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),City_name,pickup_time,order_time_of_day,Day,Month,Year,is_weekend,Distance
0x265f ,HYDRES09DEL02 ,29.0,4.6,17.431668,78.408321,17.481668,78.458321,2022-03-05,Fog,jam,1,snack,motorcycle,1,No ,metropolitian,27,Hyderabad,5,Evening,5,3,2022,1,7.6931481164207645
0x145b ,CHENRES08DEL01 ,35.0,4.9,13.022394,80.242439,13.032394,80.252439,2022-03-03,Stormy,high,2,meal,scooter,1,No ,metropolitian,29,Chennai,5,Morning,3,3,2022,0,1.554329645380004
0x5146 ,RANCHIRES07DEL03 ,24.0,4.9,23.359407,85.325055,23.389407,85.355055,2022-03-05,Stormy,jam,0,drinks,motorcycle,1,No ,urban,17,Ranchi,15,Night,5,3,2022,1,4.53370255248814
0x46f1 ,MYSRES20DEL02 ,21.0,4.4,12.337978,76.616792,12.417978,76.696792,2022-03-10,Windy,jam,0,snack,motorcycle,1,No ,metropolitian,38,Mysore,15,Night,10,3,2022,0,12.450137166777282
0xd922 ,DEHRES08DEL02 ,33.0,4.3,30.359722,78.067079,30.439722,78.147079,2022-02-14,Stormy,jam,0,drinks,motorcycle,1,No ,metropolitian,41,Delhi,5,Night,14,2,2022,0,11.761733536246098
0xc100 ,KNPRES19DEL01 ,21.0,4.6,26.49095,80.318656,26.53095,80.358656,2022-02-17,Cloudy,high,0,drinks,motorcycle,1,No ,metropolitian,20,Kanpur,10,Afternoon,17,2,2022,0,5.9759043082791266
0x87d ,MUMRES06DEL01 ,,,19.055831,72.833984,19.095831,72.873984,2022-04-05,Stormy,high,0,buffet,motorcycle,0,No ,urban,38,Mumbai,0,0,5,4,2022,0,6.127359250374562
0x76d5 ,JAPRES19DEL01 ,31.0,4.8,26.913726,75.75282,27.023726,75.86282,2022-03-08,Fog,medium,1,snack,scooter,2,No ,urban,38,Jaipur,10,Evening,8,3,2022,0,16.404410478293183
0xa474 ,BANGRES14DEL02 ,21.0,4.3,12.949934,77.699386,13.029934,77.779386,2022-04-06,Sandstorms,medium,0,snack,motorcycle,1,No ,urban,32,Bangalore,10,Evening,6,4,2022,0,12.435551323242612
0x937b ,BANGRES17DEL01 ,23.0,4.8,12.972532,77.608179,13.082532,77.718179,2022-03-16,Stormy,jam,2,snack,electric_scooter,1,No ,metropolitian,29,Bangalore,15,Evening,16,3,2022,0,17.097619954002962
0x2c46 ,VADRES17DEL01 ,33.0,4.6,,,,,2022-04-04,Sunny,low,2,buffet,electric_scooter,1,No ,metropolitian,19,Vadodara,10,Night,4,4,2022,0,
0xb9ae ,PUNERES06DEL01 ,31.0,5.0,18.546258,73.904337,18.616258,73.974337,2022-03-06,Sunny,jam,0,meal,motorcycle,0,No ,metropolitian,36,Pune,5,Night,6,3,2022,1,10.737802277034135
0x6b9e ,CHENRES14DEL02 ,26.0,4.0,13.026279,80.174568,13.106279,80.254568,2022-04-06,Stormy,jam,0,snack,motorcycle,1,No ,metropolitian,35,Chennai,15,Night,6,4,2022,0,12.433684415663848
0x9fec ,PUNERES06DEL01 ,28.0,4.9,18.546258,73.904337,18.616258,73.974337,2022-04-02,Sandstorms,low,1,snack,motorcycle,,No ,metropolitian,17,Pune,10,Night,2,4,2022,1,10.737802277034135
0x7d02 ,MYSRES05DEL02 ,36.0,4.7,12.323978,76.627961,12.373978,76.677961,2022-03-09,Sunny,low,0,snack,motorcycle,1,No ,metropolitian,25,Mysore,5,Night,9,3,2022,0,7.78175748804841
0xcc0e ,AURGRES08DEL02 ,37.0,5.0,19.876428,75.364792,19.896428,75.384792,2022-02-13,Windy,low,1,drinks,scooter,1,No ,urban,29,Aurangabad,10,Morning,13,2,2022,1,3.056473287512932
0xba44 ,SURRES14DEL03 ,24.0,4.5,21.157729,72.768726,21.247729,72.858726,2022-04-02,Stormy,jam,1,meal,scooter,1,No ,metropolitian,24,Surat,5,Night,2,4,2022,1,13.698915889168314
0x23e5 ,SURRES02DEL01 ,38.0,4.6,21.186608,72.794136,21.256608,72.864136,2022-03-14,Sandstorms,low,2,snack,electric_scooter,1,No ,metropolitian,25,Surat,15,Night,14,3,2022,0,10.654079123654435
0x1274 ,HYDRES14DEL01 ,38.0,4.7,17.426228,78.407495,17.466228,78.447495,2022-03-03,Sunny,high,0,meal,motorcycle,1,No ,metropolitian,24,Hyderabad,10,Afternoon,3,3,2022,0,6.15468651294666
0x46a8 ,VADRES15DEL02 ,20.0,4.7,,,,,2022-03-20,Stormy,medium,2,meal,electric_scooter,1,No ,metropolitian,27,Vadodara,5,Evening,20,3,2022,1,
0x5657 ,PUNERES14DEL03 ,24.0,4.7,18.516216,73.842527,18.546216,73.872527,2022-03-03,Cloudy,jam,1,buffet,scooter,0,No ,metropolitian,34,Pune,5,Night,3,3,2022,0,4.6025540957130024
0x964b ,RANCHIRES11DEL03 ,31.0,4.0,23.359194,85.325447,23.449194,85.415447,2022-03-10,Cloudy,medium,2,drinks,scooter,1,No ,metropolitian,37,Ranchi,5,Evening,10,3,2022,0,13.599708392840117
0x31eb ,CHENRES010DEL02 ,25.0,4.9,13.066762,80.251865,13.116762,80.301865,2022-03-15,Fog,low,1,meal,motorcycle,0,No ,urban,14,Chennai,10,Night,15,3,2022,0,7.770662063928211
0xa71c ,INDORES09DEL01 ,23.0,4.6,22.725835,75.887648,22.835835,75.997648,2022-04-04,Sandstorms,medium,0,meal,motorcycle,1,No ,metropolitian,20,Indore,10,Evening,4,4,2022,0,16.657243524958425
0x46c7 ,JAPRES05DEL01 ,21.0,4.7,26.905287,75.794592,26.945287,75.834592,2022-03-07,Sandstorms,high,1,buffet,motorcycle,1,No ,urban,17,Jaipur,5,Afternoon,7,3,2022,0,5.966258965229173
0xd9f5 ,AURGRES04DEL02 ,37.0,4.9,19.876106,75.340775,19.926106,75.390775,2022-02-13,Sunny,low,2,meal,electric_scooter,0,No ,metropolitian,13,Aurangabad,5,Night,13,2,2022,1,7.6408506599910755
0x3933 ,RANCHIRES12DEL03 ,39.0,4.8,,,,,2022-03-11,Windy,jam,2,drinks,scooter,0,No ,metropolitian,27,Ranchi,15,Night,11,3,2022,0,
0x7a14 ,BANGRES08DEL01 ,30.0,4.9,12.906229,77.596791,13.016229,77.706791,2022-03-10,Stormy,jam,0,buffet,motorcycle,1,No ,metropolitian,40,Bangalore,10,Night,10,3,2022,0,17.099843787504973
0xdc63 ,KOLRES01DEL01 ,28.0,4.7,22.514688,88.393294,22.624688,88.503294,2022-02-14,Cloudy,jam,2,snack,motorcycle,0,No ,metropolitian,39,Kolkata,15,Night,14,2,2022,0,16.669041801279803
0x62a2 ,SURRES19DEL01 ,26.0,4.7,21.149669,72.772629,21.189669,72.812629,2022-03-11,Cloudy,medium,0,buffet,motorcycle,1,No ,metropolitian,27,Surat,15,Evening,11,3,2022,0,6.08904072052674
0x64e4 ,CHENRES12DEL01 ,26.0,4.9,12.972793,80.249982,12.982793,80.259982,2022-03-13,Sandstorms,low,2,meal,motorcycle,1,No ,urban,16,Chennai,5,Morning,13,3,2022,1,1.5544809793872394
0xa4df ,COIMBRES03DEL02 ,27.0,4.7,11.025083,77.015393,11.155083,77.145393,2022-04-04,Fog,jam,0,snack,motorcycle,1,No ,metropolitian,41,Coimbatore,10,Night,4,4,2022,0,20.27775520645355
0xab29 ,VADRES03DEL02 ,26.0,4.2,22.32,73.17,22.45,73.3,2022-04-06,Fog,jam,1,snack,scooter,1,No ,metropolitian,44,Vadodara,10,Night,6,4,2022,0,19.7118803920193
0xd535 ,AGRRES20DEL01 ,32.0,4.4,27.158822,78.045359,27.228822,78.115359,2022-02-14,Sandstorms,jam,1,snack,motorcycle,1,No ,urban,35,Agra,5,Night,14,2,2022,0,10.429902417754311
0xb16f ,JAPRES18DEL01 ,29.0,3.6,26.913987,75.752891,26.953987,75.792891,2022-03-28,Sunny,high,0,meal,motorcycle,0,No ,metropolitian,44,Jaipur,15,Afternoon,28,3,2022,0,5.966055164508698
0x1246 ,BANGRES14DEL01 ,24.0,4.9,12.949934,77.699386,13.019934,77.769386,2022-03-04,Windy,medium,0,snack,motorcycle,1,No ,urban,23,Bangalore,15,Evening,4,3,2022,0,10.881214194532182
0x1321 ,HYDRES09DEL03 ,30.0,4.3,17.431668,78.408321,17.461668,78.438321,2022-03-05,Stormy,low,0,meal,motorcycle,1,No ,metropolitian,33,Hyderabad,15,Night,5,3,2022,1,4.616009604064937
0x6a06 ,RANCHIRES04DEL01 ,30.0,4.4,23.359033,85.325347,23.369033,85.335347,2022-03-30,Sandstorms,low,0,drinks,motorcycle,1,No ,metropolitian,22,Ranchi,15,Morning,30,3,2022,0,1.511288262611983
0x82af ,JAPRES17DEL01 ,32.0,5.0,26.892312,75.806896,26.902313,75.816896,2022-03-30,Sunny,low,2,meal,electric_scooter,0,No ,,10,Jaipur,5,Morning,30,3,2022,0,1.4918115936637795
0xa526 ,HYDRES14DEL03 ,26.0,4.6,17.426228,78.407495,17.456228,78.437495,2022-03-24,Cloudy,medium,2,snack,scooter,0,No ,metropolitian,15,Hyderabad,15,Evening,24,3,2022,0,4.616075222173479
0xdc0a ,BHPRES09DEL03 ,29.0,4.3,,,,,2022-02-16,Stormy,jam,0,buffet,motorcycle,0,No ,metropolitian,32,Bhopal,10,Night,16,2,2022,0,
0x8eb4 ,MUMRES14DEL02 ,24.0,5.0,19.1813,72.836191,19.2313,72.886191,2022-04-01,Stormy,jam,2,buffet,scooter,0,No ,urban,11,Mumbai,10,Evening,1,4,2022,0,7.65634476448271
0x8f67 ,CHENRES06DEL01 ,36.0,5.0,13.054347,80.257221,13.094347,80.297221,2022-03-26,Sunny,high,2,drinks,electric_scooter,1,No ,metropolitian,22,Chennai,15,Afternoon,26,3,2022,1,6.216743480970198
0x2020 ,RANCHIRES03DEL03 ,34.0,4.7,,,,,2022-03-03,Stormy,low,2,meal,motorcycle,0,No ,metropolitian,24,Ranchi,15,Night,3,3,2022,0,
0xb87a ,MUMRES04DEL01 ,24.0,4.8,19.254567,72.848923,19.264567,72.858923,2022-04-01,Windy,high,1,meal,motorcycle,0,No ,metropolitian,27,Mumbai,10,Afternoon,1,4,2022,0,1.531034912222267
0x8214 ,VADRES05DEL01 ,39.0,4.1,22.310526,73.170937,22.380526,73.240937,2022-03-14,Cloudy,jam,1,drinks,scooter,1,No ,metropolitian,48,Vadodara,10,Night,14,3,2022,0,10.615477778088092
0x6dc2 ,MYSRES11DEL03 ,38.0,4.7,12.323225,76.630028,12.413225,76.720028,2022-03-18,Cloudy,medium,2,drinks,electric_scooter,1,No ,metropolitian,40,Mysore,5,Evening,18,3,2022,0,14.006659507828969
0x6ddb ,SURRES01DEL01 ,31.0,4.8,21.186438,72.794115,21.196438,72.804115,2022-03-09,Sunny,low,2,buffet,scooter,0,No ,metropolitian,16,Surat,5,Morning,9,3,2022,0,1.5221559734976022
0x4557 ,RANCHIRES08DEL02 ,21.0,4.9,23.353783,85.326967,23.373783,85.346967,2022-03-03,Fog,high,0,meal,motorcycle,1,No ,urban,29,Ranchi,5,Morning,3,3,2022,0,3.022579129016207
0x27ee ,MUMRES09DEL02 ,27.0,4.4,18.994049,72.825203,19.014049,72.845203,2022-03-05,Stormy,low,0,snack,motorcycle,1,No ,metropolitian,19,Mumbai,5,Morning,5,3,2022,1,3.064304807903886
0xf7c ,CHENRES09DEL01 ,26.0,4.9,13.044694,80.26147,13.054694,80.27147,2022-03-17,Sunny,high,2,drinks,scooter,0,No ,metropolitian,10,Chennai,10,Morning,17,3,2022,0,1.5542614293880772
0x1544 ,MUMRES19DEL02 ,24.0,4.4,19.131141,72.813074,19.21114,72.893074,2022-03-23,Cloudy,jam,1,snack,motorcycle,2,No ,metropolitian,40,Mumbai,5,Night,23,3,2022,0,12.251303710044763
0xac4e ,HYDRES04DEL03 ,23.0,5.0,17.411028,78.329645,17.441028,78.359645,2022-03-28,Windy,jam,0,buffet,motorcycle,0,No ,urban,20,Hyderabad,5,Night,28,3,2022,0,4.6162584676262455
0xe0b7 ,AGRRES01DEL03 ,32.0,4.6,27.161661,78.011544,27.221661,78.071544,2022-02-13,Fog,low,0,drinks,motorcycle,1,No ,metropolitian,29,Agra,10,Night,13,2,2022,1,8.939993007237964
0xb459 ,PUNERES20DEL01 ,23.0,4.7,18.592718,73.773572,18.602718,73.783572,2022-03-21,Sunny,high,1,buffet,motorcycle,0,No ,urban,13,Pune,10,Morning,21,3,2022,0,1.533901674467185
0x99cf ,MYSRES11DEL02 ,21.0,4.7,12.323225,76.630028,12.453225,76.760028,2022-04-06,Cloudy,jam,1,meal,scooter,2,No ,metropolitian,41,Mysore,15,Evening,6,4,2022,0,20.23108347464027
0x86a2 ,RANCHIRES15DEL02 ,35.0,4.4,23.369746,85.33982,23.389746,85.35982,2022-03-21,Cloudy,high,2,buffet,electric_scooter,1,No ,metropolitian,37,Ranchi,5,Morning,21,3,2022,0,3.022412712236499
0xb899 ,CHENRES15DEL02 ,31.0,4.8,13.026286,80.275235,13.046286,80.295235,2022-04-03,Stormy,low,2,meal,motorcycle,1,No ,urban,27,Chennai,15,Morning,3,4,2022,1,3.10860491555776
0xb2b2 ,COIMBRES04DEL03 ,38.0,4.6,11.024839,77.007003,11.054839,77.037003,2022-03-09,Fog,jam,2,buffet,motorcycle,1,No ,metropolitian,32,Coimbatore,5,Evening,9,3,2022,0,4.679876235327795
0x1111 ,SURRES010DEL01 ,23.0,4.7,21.17106,72.789292,21.24106,72.859292,2022-04-06,Cloudy,medium,0,drinks,motorcycle,1,No ,metropolitian,32,Surat,15,Evening,6,4,2022,0,10.654600929280427
0x7e8d ,SURRES05DEL01 ,20.0,4.4,21.175104,72.804342,21.285104,72.914342,2022-03-23,Fog,jam,2,snack,motorcycle,1,No ,metropolitian,34,Surat,15,Night,23,3,2022,0,16.74167492055029
0x79ee ,RANCHIRES03DEL02 ,28.0,4.9,,,,,2022-03-24,Sunny,low,0,meal,motorcycle,0,No ,urban,10,Ranchi,5,Morning,24,3,2022,0,
0x8949 ,RANCHIRES16DEL01 ,39.0,4.9,23.371292,85.327872,23.381292,85.337872,2022-04-01,Cloudy,low,1,meal,motorcycle,0,No ,metropolitian,18,Ranchi,10,Morning,1,4,2022,0,1.5112243691825065
0x9be2 ,HYDRES03DEL02 ,34.0,4.4,17.422819,78.449578,17.552819,78.579578,2022-03-12,Sandstorms,medium,0,drinks,motorcycle,1,No ,metropolitian,36,Hyderabad,15,Evening,12,3,2022,1,20.00055200552759
0x1692 ,JAPRES05DEL01 ,30.0,4.8,26.905287,75.794592,26.945287,75.834592,2022-04-01,Sandstorms,medium,1,drinks,motorcycle,1,No ,metropolitian,25,Jaipur,5,Afternoon,1,4,2022,0,5.966258965229173
0x8321 ,RANCHIRES07DEL02 ,34.0,3.8,23.359407,85.325055,23.489407,85.455055,2022-03-06,Windy,jam,1,buffet,scooter,0,No ,metropolitian,34,Ranchi,5,Evening,6,3,2022,1,19.64264969570019
0xd88c ,KOLRES12DEL01 ,36.0,3.8,22.551084,88.354127,22.661084,88.464127,2022-02-16,Sunny,jam,2,meal,motorcycle,1,No ,metropolitian,33,Kolkata,5,Night,16,2,2022,0,16.6670148259479
0x28b7 ,PUNERES16DEL02 ,23.0,4.5,18.536718,73.830327,18.666719,73.960327,2022-04-02,Fog,medium,0,meal,motorcycle,1,No ,metropolitian,39,Pune,5,Evening,2,4,2022,1,19.940578005682344
0x73ef ,MYSRES14DEL02 ,31.0,4.9,,,,,2022-03-23,Stormy,low,1,drinks,scooter,0,No ,metropolitian,24,Mysore,5,Night,23,3,2022,0,
0x2f8f ,CHENRES08DEL01 ,22.0,4.6,13.022394,80.242439,13.092394,80.312439,2022-03-16,Cloudy,medium,0,drinks,motorcycle,1,No ,metropolitian,31,Chennai,5,Evening,16,3,2022,0,10.879664566849678
0x1837 ,MYSRES02DEL01 ,23.0,4.9,12.304569,76.643622,12.314569,76.653622,2022-03-03,Windy,high,1,meal,scooter,0,No ,metropolitian,22,Mysore,5,Morning,3,3,2022,0,1.5564657868724332
0xab8 ,RANCHIRES16DEL02 ,,,23.371292,85.327872,23.391292,85.347872,2022-03-26,Sandstorms,low,2,drinks,scooter,1,No ,metropolitian,26,Ranchi,0,0,26,3,2022,1,3.0223965910863058
0x5be8 ,BANGRES010DEL03 ,25.0,4.6,12.933298,77.614293,12.993298,77.674293,2022-03-13,Windy,low,1,buffet,scooter,0,No ,urban,19,Bangalore,5,Night,13,3,2022,1,9.327150351016849
0xe5d ,COIMBRES09DEL02 ,,,11.008638,76.984311,11.028638,77.004311,2022-03-24,Cloudy,low,2,meal,scooter,1,No ,metropolitian,16,Coimbatore,0,0,24,3,2022,0,3.120027914241827
0x8882 ,INDORES03DEL02 ,33.0,5.0,22.751857,75.866699,22.771857,75.886699,2022-03-13,Stormy,high,1,meal,scooter,1,No ,metropolitian,26,Indore,5,Morning,13,3,2022,1,3.028783586055338
0x7762 ,RANCHIRES17DEL02 ,24.0,4.8,23.374878,85.335739,23.394878,85.355739,2022-03-17,Fog,low,2,drinks,motorcycle,0,No ,metropolitian,13,Ranchi,15,Morning,17,3,2022,0,3.0223591904639147
0xb4a5 ,RANCHIRES03DEL01 ,26.0,4.8,,,,,2022-04-03,Windy,medium,2,meal,electric_scooter,1,No ,metropolitian,23,Ranchi,10,Afternoon,3,4,2022,1,
0xa9ee ,RANCHIRES14DEL02 ,28.0,4.8,,,,,2022-03-30,Windy,high,1,buffet,motorcycle,1,No ,metropolitian,20,Ranchi,10,Morning,30,3,2022,0,
0x9826 ,MUMRES010DEL02 ,34.0,4.7,19.003517,72.82765,19.083517,72.90765,2022-04-04,Sandstorms,low,1,meal,scooter,0,No ,metropolitian,18,Mumbai,10,Night,4,4,2022,0,12.25584472732182
0x8f8a ,INDORES08DEL02 ,20.0,4.9,22.725748,75.898497,22.775748,75.948497,2022-03-13,Cloudy,jam,2,buffet,scooter,1,No ,urban,33,Indore,15,Night,13,3,2022,1,7.572241826679214
0xd4d6 ,KOLRES17DEL01 ,32.0,4.7,22.569358,88.433452,22.579358,88.443452,2022-02-17,Sandstorms,low,1,drinks,motorcycle,1,No ,urban,26,Kolkata,15,Morning,17,2,2022,0,1.515343980494615
0x58e1 ,HYDRES04DEL03 ,31.0,4.6,17.411028,78.329645,17.441028,78.359645,2022-03-07,Cloudy,medium,0,snack,motorcycle,1,No ,metropolitian,34,Hyderabad,15,Evening,7,3,2022,0,4.6162584676262455
0xcd9e ,DEHRES08DEL01 ,26.0,4.9,30.359722,78.067079,30.429722,78.137079,2022-02-14,Stormy,low,1,buffet,motorcycle,1,No ,metropolitian,15,Delhi,10,Night,14,2,2022,0,10.291741793477964
0x8733 ,VADRES04DEL01 ,21.0,4.9,,,,,2022-03-17,Sunny,medium,1,buffet,scooter,1,No ,metropolitian,11,Vadodara,5,Afternoon,17,3,2022,0,
0x72e6 ,INDORES06DEL03 ,24.0,4.5,22.728163,75.884212,22.818163,75.974212,2022-03-08,Stormy,medium,1,meal,motorcycle,0,No ,metropolitian,27,Indore,10,Evening,8,3,2022,0,13.629006421431837
0x8471 ,MYSRES16DEL03 ,34.0,4.7,12.316967,76.603067,12.346967,76.633067,2022-03-26,Cloudy,medium,2,drinks,scooter,0,No ,metropolitian,18,Mysore,15,Evening,26,3,2022,1,4.66920264399936
0x97b5 ,COIMBRES12DEL01 ,31.0,3.6,11.000762,76.981876,11.070762,77.051876,2022-03-29,Sandstorms,jam,1,snack,scooter,1,No ,metropolitian,35,Coimbatore,10,Night,29,3,2022,0,10.919785271808749
0x33fc ,RANCHIRES17DEL03 ,30.0,4.9,23.374878,85.335739,23.464878,85.425739,2022-04-06,Windy,jam,0,snack,motorcycle,2,No ,metropolitian,49,Ranchi,10,Night,6,4,2022,0,13.598971533627347
0x1289 ,COIMBRES08DEL01 ,20.0,4.5,11.001852,76.976268,11.111852,77.086268,2022-04-06,Sunny,medium,1,meal,scooter,1,No ,metropolitian,16,Coimbatore,5,Evening,6,4,2022,0,17.159056692069168
0x9f2f ,MYSRES16DEL01 ,25.0,4.5,12.316967,76.603067,12.386967,76.673067,2022-04-04,Stormy,jam,1,snack,scooter,1,No ,urban,26,Mysore,10,Night,4,4,2022,0,10.894399526637441
0x9888 ,RANCHIRES010DEL03 ,20.0,4.1,23.354422,85.3329,23.444422,85.4229,2022-03-20,Fog,medium,2,snack,scooter,1,No ,metropolitian,36,Ranchi,15,Evening,20,3,2022,1,13.599932505996811
0xb9de ,CHENRES15DEL03 ,32.0,4.8,13.026286,80.275235,13.056286,80.305235,2022-03-05,Sunny,jam,0,buffet,motorcycle,1,No ,metropolitian,27,Chennai,5,Evening,5,3,2022,1,4.662861466840399
0x4993 ,CHENRES14DEL01 ,31.0,4.2,13.026279,80.174568,13.096279,80.244568,2022-03-10,Cloudy,jam,1,drinks,motorcycle,1,No ,metropolitian,37,Chennai,5,Night,10,3,2022,0,10.87958125034387
0x4c99 ,MUMRES15DEL01 ,21.0,4.5,19.176269,72.836721,19.186269,72.846721,2022-03-24,Sandstorms,low,0,drinks,motorcycle,0,No ,metropolitian,23,Mumbai,5,Morning,24,3,2022,0,1.5313787750674666
0x83cc ,SURRES18DEL01 ,38.0,4.5,21.149834,72.778666,21.259834,72.888666,2022-03-06,Sandstorms,jam,1,drinks,motorcycle,1,No ,metropolitian,40,Surat,10,Night,6,3,2022,1,16.74300782607392
0x9edd ,BANGRES16DEL02 ,21.0,4.5,13.029198,77.570997,13.079198,77.620997,2022-03-17,Sunny,jam,2,buffet,motorcycle,0,No ,urban,10,Bangalore,10,Evening,17,3,2022,0,7.771238062262231
0x71ed ,JAPRES16DEL02 ,38.0,4.8,26.849596,75.800512,26.899596,75.850512,2022-03-30,Sunny,low,2,meal,motorcycle,0,No ,metropolitian,13,Jaipur,15,Night,30,3,2022,0,7.459306653261644
0x3b04 ,PUNERES08DEL01 ,22.0,4.8,18.53408,73.89852,18.64408,74.00852,2022-03-31,Windy,jam,1,drinks,motorcycle,1,No ,urban,17,Pune,5,Night,31,3,2022,0,16.87332167710824
0x3b75 ,RANCHIRES17DEL01 ,23.0,4.6,23.374878,85.335739,23.414878,85.375739,2022-03-21,Fog,high,0,meal,motorcycle,1,No ,metropolitian,21,Ranchi,15,Afternoon,21,3,2022,0,6.044509670567882
0x2719 ,MYSRES09DEL03 ,38.0,5.0,12.323194,76.630583,12.383194,76.690583,2022-03-09,Windy,jam,2,drinks,electric_scooter,1,No ,metropolitian,32,Mysore,10,Night,9,3,2022,0,9.33803544234965
0x240b ,BANGRES20DEL02 ,26.0,4.6,12.972161,77.596014,13.052161,77.676014,2022-03-25,Sunny,jam,0,snack,motorcycle,0,No ,metropolitian,24,Bangalore,5,Night,25,3,2022,0,12.435008872281289
0xd65f ,AURGRES01DEL03 ,32.0,4.6,19.876219,75.346017,19.966219,75.436017,2022-02-12,Sandstorms,jam,1,meal,scooter,1,No ,metropolitian,28,Aurangabad,5,Night,12,2,2022,1,13.752709958682107
0x55af ,CHENRES14DEL02 ,29.0,5.0,13.026279,80.174568,13.076279,80.224568,2022-03-09,Stormy,medium,2,snack,motorcycle,0,No ,metropolitian,26,Chennai,5,Evening,9,3,2022,0,7.7712827545736545
0x9e96 ,JAPRES14DEL01 ,36.0,4.7,26.88842,75.800689,26.92842,75.840689,2022-03-07,Sunny,high,0,buffet,motorcycle,0,No ,metropolitian,21,Jaipur,10,Afternoon,7,3,2022,0,5.966653931635894
0x85b3 ,HYDRES11DEL03 ,28.0,4.7,17.430448,78.418213,17.490448,78.478213,2022-03-11,Sandstorms,jam,0,drinks,motorcycle,1,No ,metropolitian,22,Hyderabad,15,Evening,11,3,2022,0,9.231686393612826
0xb218 ,SURRES14DEL03 ,20.0,4.5,21.157729,72.768726,21.217729,72.828726,2022-03-17,Cloudy,low,0,meal,motorcycle,0,No ,metropolitian,21,Surat,5,Night,17,3,2022,0,9.133042142322504
0x9197 ,HYDRES14DEL03 ,23.0,5.0,17.426228,78.407495,17.486228,78.467495,2022-03-03,Fog,medium,2,drinks,scooter,0,No ,metropolitian,15,Hyderabad,15,Evening,3,3,2022,0,9.231788276753859
0x8beb ,MYSRES07DEL01 ,33.0,4.7,12.325461,76.632278,12.335461,76.642278,2022-03-11,Fog,high,2,meal,scooter,1,No ,metropolitian,25,Mysore,15,Afternoon,11,3,2022,0,1.5564052573474971
0x8496 ,BANGRES09DEL01 ,39.0,4.8,12.934179,77.615797,12.974179,77.655797,2022-04-05,Stormy,medium,2,meal,scooter,1,No ,metropolitian,33,Bangalore,10,Afternoon,5,4,2022,0,6.218211254932778
0x1145 ,RANCHIRES02DEL01 ,,,,,,,2022-04-03,,,3,drinks,electric_scooter,1,No ,metropolitian,41,Ranchi,0,0,3,4,2022,1,
0x1db6 ,MYSRES15DEL03 ,30.0,4.6,12.352058,76.60665,12.382058,76.63665,2022-03-11,Stormy,jam,0,meal,motorcycle,0,No ,metropolitian,37,Mysore,10,Evening,11,3,2022,0,4.668896932019815
0x75d7 ,BANGRES09DEL01 ,33.0,4.0,12.934179,77.615797,13.044179,77.725797,2022-03-04,Sandstorms,jam,0,snack,motorcycle,1,No ,metropolitian,51,Bangalore,5,Night,4,3,2022,0,17.09890765362851
0x72b4 ,MUMRES05DEL01 ,36.0,4.8,18.927584,72.832585,19.037584,72.942585,2022-03-23,Windy,low,0,snack,motorcycle,1,No ,metropolitian,29,Mumbai,5,Night,23,3,2022,0,16.854700600292045
0x3ac0 ,PUNERES06DEL03 ,34.0,4.1,18.546258,73.904337,18.606258,73.964337,2022-03-26,Sandstorms,jam,1,meal,scooter,1,No ,metropolitian,32,Pune,15,Night,26,3,2022,1,9.203958395070382
0x38ff ,JAPRES01DEL03 ,27.0,4.7,26.90519,75.810753,26.93519,75.840753,2022-04-05,Cloudy,jam,1,drinks,motorcycle,0,No ,urban,34,Jaipur,5,Evening,5,4,2022,0,4.474783788872639
0x7c5 ,MUMRES04DEL02 ,24.0,4.6,19.254567,72.848923,19.384567,72.978923,2022-03-31,Fog,low,1,drinks,motorcycle,0,No ,urban,23,Mumbai,5,0,31,3,2022,0,19.900014352895816
0xb52a ,VADRES03DEL02 ,36.0,4.2,22.32,73.17,22.37,73.22,2022-03-07,Sandstorms,low,0,meal,motorcycle,0,No ,urban,34,Vadodara,15,Night,7,3,2022,0,7.582497495667726
0x740f ,SURRES11DEL01 ,25.0,4.6,21.157735,72.768778,21.227735,72.838778,2022-03-06,Fog,jam,1,buffet,scooter,1,No ,metropolitian,37,Surat,5,Evening,6,3,2022,1,10.655047861046555
0xa433 ,INDORES04DEL02 ,38.0,4.2,22.753659,75.903365,22.803659,75.953365,2022-03-09,Cloudy,jam,0,meal,motorcycle,0,No ,metropolitian,33,Indore,5,Evening,9,3,2022,0,7.571530526342614
0xa36a ,INDORES03DEL03 ,20.0,4.9,22.751857,75.866699,22.781857,75.896699,2022-03-11,Windy,medium,0,meal,motorcycle,0,No ,metropolitian,27,Indore,10,Evening,11,3,2022,0,4.543098902502845
0x677a ,JAPRES15DEL01 ,39.0,4.9,26.891191,75.802083,26.901191,75.812083,2022-03-26,Cloudy,high,1,drinks,scooter,1,No ,metropolitian,32,Jaipur,15,Morning,26,3,2022,1,1.4917350678786772
0x3d12 ,CHENRES12DEL03 ,27.0,4.5,12.972793,80.249982,13.062793,80.339982,2022-03-10,Sandstorms,low,2,buffet,motorcycle,1,No ,metropolitian,10,Chennai,15,Night,10,3,2022,0,13.989230015027683
